medal_id,sprite_uri,sprite_left,sprite_top,sprite_sheet_width,sprite_sheet_height,sprite_width,sprite_height,classification,description,name,difficulty
2315448068,,,,,,,,,,,
3565441934,,,,,,,,,,,
4162659350,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,750,750,74,74,1125,899,Breakout,Kill the last enemy within the last 10 seconds of a round.,Buzzer Beater,45
1573153198,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,300,74,74,1125,899,Breakout,Survive a one-on-one encounter.,Vanquisher,30
298813630,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,825,74,74,1125,899,Style,Kill an enemy with Spartan Charge.,Spartan Charge,135
3824002610,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,750,600,74,74,1125,899,Vehicles,Assist a player in destroying an enemy Ghost.,Ghost Assist,140
3324603383,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,225,750,74,74,1125,899,Warzone,Kill a Grunt.,Grunt Kill,60
979431049,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,975,675,74,74,1125,899,Breakout,Survive a two-on-one encounter.,Bifecta,25
3098362934,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,750,74,74,1125,899,WeaponProficiency,Kill a player in seven shots with the Carbine without missing.,Perfect Kill,25
2435743433,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,750,225,74,74,1125,899,Warzone,Kill an enemy in a controlled Base.,Base Defense,30
2430242797,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,675,300,74,74,1125,899,KillingSpree,Kill 5 opponents without dying.,Killing Spree,45
1427531503,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,375,0,74,74,1125,899,Style,Assist in a Team Takedown.,Team Takedown,245
2359847435,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,375,74,74,1125,899,Breakout,Kill every member of the opposing team in a round of Breakout.,Extinction,35
1691836029,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,150,375,74,74,1350,824,Style,Recharge your shields 10 times in a single round.,Hard Target,105
2766284219,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,525,74,74,1125,899,Style,Kill an opponent with a single headshot from the Magnum after damaging them with your primary weapon.,Quickdraw,200
3354395650,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,375,600,74,74,1125,899,Strongholds,Capture 3 Strongholds in one life.,Capture Spree,10
2564994165,,,,,,,,WeaponProficiency,Pick up 3 power weapons from weapon pads in a single game.,Big Gun Runner,75
2896365521,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,300,450,74,74,1125,899,Style,Assist in a Team Takedown.,Team Takedown,245
3786961025,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,900,450,74,74,1125,899,Style,Kill an opponent with the impact from a thrown grenade.,Fastball,65
243900335,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,750,375,74,74,1350,824,WeaponProficiency,Kill an enemy by using a Shotgun.,Shotgun Kill,110
2108880282,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,375,74,74,1125,899,WeaponProficiency,Kill an enemy with melee after shooting them with a Sniper Rifle.,Snipunch,70
3270120991,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,450,74,74,1125,899,Style,Kill an opponent by performing a melee attack from behind.,Beat Down,185
824733727,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,975,450,74,74,1125,899,Style,Distract an opponent who is then killed.,Distraction,150
3592822316,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,600,600,74,74,1125,899,KillingSpree,Win a Slayer game without dying and with at least 15 kills.,Perfection,5
4179143479,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,750,825,74,74,1125,899,WeaponProficiency,Kill an opponent by using an Energy Sword.,Sword Kill,125
3744028405,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,750,525,74,74,1125,899,Style,Get a spree of any 5 assist types.,Wingman,35
3261908037,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,375,525,74,74,1125,899,WeaponProficiency,Kill an opponent by shooting them in the head.,Headshot,60
3809690136,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,825,525,74,74,1125,899,WeaponProficiency,Kill an opponent by using a Scattershot,Scattershot Kill,150
3881314877,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,1125,0,74,74,1350,824,Ball,Score 2 goals in a match.,Ball Runner,15
1801925525,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,375,225,74,74,1125,899,Vehicles,Board an aircraft by forcibly removing the opponent in it.,Skyjack,230
2009141709,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,150,74,74,1125,899,MultiKill,Generic Kill.,Kill,50
194124164,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,0,74,74,1125,899,Style,Kill an opponent while being assisted by at least 3 friendly players.,Team Takedown,240
2497544753,,,,,,,,Vehicles,Destroy an enemy Ghost.,Ghost Destroyed,85
2032512673,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,675,75,74,74,1125,899,MultiKill,Wipe out an enemy team with at least an Overkill.,Extermination,55
3491849182,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,675,74,74,1125,899,Style,Get a long range Grenade kill.,Hail Mary,160
3894006667,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,825,74,74,1125,899,CaptureTheFlag,Capture a flag without being spotted,Stealth Capture,10
2237392606,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,675,150,74,74,1125,899,Vehicles,Assist a player in destroying an enemy Wraith.,Wraith Assist,120
1494478183,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,300,150,74,74,1125,899,CaptureTheFlag,Assist in capturing a flag by carrying the flag some of the way.,Flag Capture Assist,60
2028249938,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,675,0,74,74,1125,899,CaptureTheFlag,Kill the enemy flag carrier.,Carrier Kill,40
2287626681,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,600,300,74,74,1125,899,Style,Kill an opponent by performing a melee attack.,Melee Kill,220
2714887772,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,450,74,74,1125,899,KillingSpree,Kill 40 opponents without dying.,Unfriggenbelievable,10
848240062,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,1050,450,74,74,1125,899,WeaponProficiency,Get a headshot kill with a Sniper Rifle.,Sniper Headshot,50
2707871298,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,525,74,74,1125,899,KillingSpree,Kill 15 opponents without dying.,Running Riot,35
3925170236,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,750,675,74,74,1125,899,Style,Kill 3 enemies that have power weapons before dying.,Big Game Hunter,50
786413504,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,1050,375,74,74,1125,899,Vehicles,Assist a player in destroying an enemy Banshee.,Banshee Assist,130
2077162827,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,225,74,74,1125,899,Style,Kill an enemy with melee after two Battle Rifle bursts.,Gun Punch,170
2768212131,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,600,74,74,1125,899,WeaponProficiency,Kill an opponent by using a SAW,SAW Kill,145
2322887852,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,825,75,74,74,1125,899,CaptureTheFlag,Assist in capturing a flag by escorting a friendly flag carrier with a vehicle.,Flag Driver,3
1524161777,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,225,74,74,1125,899,Warzone,Participate in a Legendary Boss Takedown.,Legendary Takedown,10
1351381581,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,225,150,74,74,1125,899,Strongholds,Kill an enemy that is actively capturing a Stronghold.,Stronghold Defense,20
3001183151,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,300,600,74,74,1125,899,Style,Earn the first kill of the match.,First Strike,180
2006781774,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,450,225,74,74,1350,824,Style,Kill an opponent by performing a midair assassination.,Airsassination,70
92444561,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,1200,525,74,74,1350,824,Vehicles,Destroy an enemy Warthog.,Warthog Destroyed,80
615190505,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,1050,75,74,74,1125,899,Vehicles,Destroy an enemy Mantis.,Mantis Destroyed,70
764679877,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,1200,450,74,74,1350,824,Ball,Score the Ball.,Goal,20
3318955876,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,525,600,74,74,1350,824,Style,Save a teammate from dying the last death.,Game Saver,80
4048801324,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,825,600,74,74,1125,899,Vehicles,Assist a player in destroying an enemy Warthog.,Warthog Assist,135
2421706731,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,600,375,74,74,1125,899,Breakout,Survive a four-on-one encounter.,Superfecta,10
281002471,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,225,525,74,74,1125,899,Vehicles,Kill an opponent attempting to hijack or skyjack a vehicle.,Busted,10
660765097,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,1050,150,74,74,1125,899,WeaponProficiency,Kill an opponent by using a Plasma Caster.,Caster Kill,135
1568252876,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,225,74,74,1125,899,Vehicles,Destroy an enemy Wraith.,Wraith Destroyed,65
68187090,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,975,225,74,74,1125,899,Breakout,Survive a three-on-one encounter.,Trifecta,20
3972445431,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,600,825,74,74,1125,899,Style,Get a spree of 3 Protector or Guardian Angel medals.,Bodyguard,40
1957561936,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,75,74,74,1125,899,CaptureTheFlag,Save your flag carrier by killing his attacker.,Carrier Protected,45
1080468863,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,0,74,74,1125,899,WeaponProficiency,Kill a player in four shots with the Battle Rifle without missing.,Perfect Kill,45
1311847356,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,225,75,74,74,1125,899,Warzone,Kill an Knight.,Knight Kill,40
1584076385,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,225,74,74,1125,899,Warzone,Kill an enemy Marine.,Marine Kill,65
2074445293,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,750,0,74,74,1350,824,WeaponProficiency,Kill an opponent by using a Railgun.,Railgun Kill,95
1986137636,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,75,74,74,1125,899,WeaponProficiency,Kill an opponent by using a Sniper Rifle while not zoomed in.,Snapshot,15
121048710,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,75,74,74,1125,899,KillingSpree,Kill 20 opponents without dying.,Rampage,30
3712378932,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,900,750,74,74,1350,824,Warzone,Assist a player in killing an enemy Marine.,Marine Assist,105
2494364276,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,825,225,74,74,1125,899,Style,Kill an enemy player with the last bullet in your magazine.,Last Shot,175
3992195104,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,1275,0,74,74,1350,824,WeaponProficiency,Kill a player in three shots with the Halo One Pistol without missing,Perfect Kill,22
35545941,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,600,525,74,74,1125,899,Vehicles,Destroy an enemy Scorpion.,Scorpion Destroyed,60
4100216166,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,900,525,74,74,1125,899,WeaponProficiency,Kill an opponent by using a Binary Rifle.,Binary Kill,130
1199460731,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,75,74,74,1125,899,WeaponProficiency,Kill an opponent by using a Needler.,Supercombine,115
343942800,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,300,750,74,74,1125,899,MultiKill,Kill 7 opponents within 5 seconds of one another.,Killamanjaro,20
370413844,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,600,675,74,74,1125,899,WeaponProficiency,Kill a player in five shots with the DMR without missing.,Perfect Kill,35
2859802775,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,750,74,74,1125,899,Vehicles,Load up a Warthog or Mongoose with teammates and splatter an enemy player.,Road Trip,25
3400287617,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,600,74,74,1125,899,Style,Kill an opponent while your health is low and survive.,Close Call,155
1807727172,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,375,300,74,74,1125,899,MultiKill,Kill 6 opponents within 5 seconds of one another.,Killtrocity,25
3505254118,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,825,450,74,74,1350,824,Warzone,Kill an enemy near your Core.,Core Defense,70
685960231,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,1125,450,74,74,1350,824,Style,Melee an enemy then kill them with a single Battle Rifle burst.,BXR,90
3406254250,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,675,525,74,74,1350,824,Warzone,Assist a player in killing a Soldier.,Soldier Assist,95
762229696,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,1275,300,74,74,1350,824,Vehicles,Destroy an enemy Banshee.,Banshee Destroyed,75
2251767925,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,600,225,74,74,1125,899,Style,Kill an enemy by sticking them with a Plasma Grenade.,Stuck,130
2016270491,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,225,74,74,1125,899,Style,Stop an assassination by killing the assassinating opponent.,Showstopper,30
4164420745,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,825,750,74,74,1125,899,Warzone,Participate in a Boss Takedown.,Boss Takedown,15
3565443938,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,750,450,74,74,1125,899,Strongholds,Capture a Stronghold.,Stronghold Captured,15
3710519250,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,750,74,74,1125,899,MultiKill,Kill 4 opponents within 5 seconds of one another.,Overkill,35
3698887726,,,,,,,,Style,Kill an opponent that is clambering.,Cliffhanger,85
151853593,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,375,150,74,74,1125,899,Breakout,Assassinate the last remaining player in a round of Breakout.,Blind Side,40
